A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,class
0.0,23.25,1.0,0.0,0.0,0.0,0.0,0.8349999785423279,0.0,1.0,0.0,1.0,2.0,300.0,0.0,0.0
0.0,51.33000183105469,10.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,1249.0,0.0
0.0,30.170000076293945,6.5,0.0,0.0,2.0,0.0,3.125,0.0,0.0,8.0,1.0,0.0,330.0,1200.0,0.0
1.0,38.25,6.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,23.920000076293945,1.5,0.0,0.0,1.0,1.0,1.875,0.0,0.0,6.0,1.0,0.0,200.0,327.0,0.0
0.0,39.91999816894531,0.5400000214576721,1.0,1.0,12.0,0.0,0.5,0.0,0.0,3.0,1.0,0.0,200.0,1000.0,0.0
0.0,20.25,9.960000038146973,0.0,0.0,11.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,32.16999816894531,1.4600000381469729,0.0,0.0,9.0,0.0,1.0850000381469729,0.0,0.0,16.0,1.0,0.0,120.0,2079.0,0.0
1.0,23.0,11.75,0.0,0.0,10.0,1.0,0.5,0.0,0.0,2.0,0.0,0.0,300.0,551.0,0.0
0.0,36.66999816894531,4.414999961853027,1.0,1.0,5.0,0.0,0.25,0.0,0.0,10.0,0.0,0.0,320.0,0.0,0.0
0.0,18.0,0.1650000065565109,0.0,0.0,8.0,4.0,0.209999993443489,1.0,1.0,0.0,1.0,0.0,200.0,40.0,0.0
0.0,21.32999992370605,10.5,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,28.75,3.75,0.0,0.0,0.0,0.0,1.0850000381469729,0.0,0.0,1.0,0.0,0.0,371.0,0.0,0.0
0.0,33.16999816894531,3.039999961853028,1.0,1.0,0.0,1.0,2.039999961853028,0.0,0.0,1.0,0.0,0.0,180.0,18027.0,0.0
0.0,39.33000183105469,5.875,0.0,0.0,2.0,1.0,10.0,0.0,0.0,14.0,0.0,0.0,399.0,0.0,0.0
0.0,21.0,4.789999961853027,1.0,1.0,9.0,0.0,2.25,0.0,0.0,1.0,0.0,0.0,80.0,300.0,0.0
0.0,48.5,4.25,0.0,0.0,6.0,0.0,0.125,0.0,1.0,0.0,0.0,0.0,225.0,0.0,0.0
0.0,26.170000076293945,0.25,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,48.25,25.084999084472656,0.0,0.0,9.0,0.0,1.75,0.0,0.0,3.0,1.0,0.0,120.0,14.0,0.0
0.0,39.0,5.0,0.0,0.0,2.0,0.0,3.5,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
0.0,47.66999816894531,0.2899999916553497,0.0,0.0,0.0,2.0,15.0,0.0,0.0,20.0,1.0,0.0,0.0,15000.0,0.0
1.0,18.920000076293945,9.25,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,80.0,500.0,0.0
0.0,33.58000183105469,2.75,0.0,0.0,6.0,0.0,4.25,0.0,0.0,6.0,1.0,0.0,204.0,0.0,0.0
1.0,30.5,6.5,0.0,0.0,0.0,2.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,3065.0,0.0
1.0,24.07999992370605,0.5,0.0,0.0,8.0,1.0,1.25,0.0,0.0,1.0,1.0,0.0,0.0,678.0,0.0
1.0,31.25,3.75,0.0,0.0,2.0,1.0,0.625,0.0,0.0,9.0,0.0,0.0,181.0,0.0,0.0
0.0,32.75,1.5,0.0,0.0,2.0,1.0,5.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
0.0,32.0,1.75,1.0,1.0,11.0,1.0,0.0399999991059303,0.0,1.0,0.0,0.0,0.0,393.0,0.0,0.0
1.0,20.670000076293945,3.0,0.0,0.0,8.0,0.0,0.1650000065565109,0.0,0.0,3.0,1.0,0.0,100.0,6.0,0.0
0.0,23.07999992370605,11.5,0.0,0.0,9.0,1.0,2.125,0.0,0.0,11.0,0.0,0.0,290.0,284.0,0.0
0.0,23.32999992370605,11.625,1.0,1.0,9.0,0.0,0.8349999785423279,0.0,1.0,0.0,0.0,0.0,160.0,300.0,0.0
1.0,58.33000183105469,10.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,14.0,1.0,0.0,0.0,1602.0,0.0
0.0,22.670000076293945,1.5850000381469729,1.0,1.0,9.0,0.0,3.0850000381469727,0.0,0.0,6.0,1.0,0.0,80.0,0.0,0.0
1.0,68.66999816894531,15.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,3376.0,0.0
0.0,42.08000183105469,1.0399999618530271,0.0,0.0,9.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,500.0,10000.0,0.0
0.0,25.07999992370605,1.7100000381469729,0.0,0.0,10.0,0.0,1.6649999618530271,0.0,0.0,1.0,0.0,0.0,395.0,20.0,0.0
1.0,17.579999923706055,9.0,0.0,0.0,12.0,0.0,1.375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,34.41999816894531,4.25,0.0,0.0,3.0,2.0,3.25,0.0,0.0,2.0,1.0,0.0,274.0,610.0,0.0
1.0,41.33000183105469,1.0,0.0,0.0,3.0,2.0,2.25,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0
0.0,36.25,5.0,0.0,0.0,0.0,2.0,2.5,0.0,0.0,6.0,1.0,0.0,0.0,367.0,0.0
0.0,0.0,4.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,290.0,2279.0,0.0
1.0,56.5,16.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,247.0,0.0
0.0,13.75,4.0,1.0,1.0,9.0,0.0,1.75,0.0,0.0,2.0,0.0,0.0,120.0,1000.0,0.0
0.0,40.0,6.5,0.0,0.0,12.0,2.0,3.5,0.0,0.0,1.0,1.0,0.0,0.0,500.0,0.0
0.0,39.91999816894531,6.210000038146973,0.0,0.0,8.0,0.0,0.0399999991059303,0.0,0.0,1.0,1.0,0.0,200.0,300.0,0.0
0.0,29.25,14.789999961853027,0.0,0.0,12.0,0.0,5.039999961853027,0.0,0.0,5.0,0.0,0.0,168.0,0.0,0.0
0.0,36.33000183105469,2.125,1.0,1.0,9.0,0.0,0.0850000008940696,0.0,0.0,1.0,1.0,0.0,50.0,1187.0,0.0
1.0,22.420000076293945,11.25,1.0,1.0,10.0,1.0,0.75,0.0,0.0,4.0,1.0,0.0,0.0,321.0,0.0
1.0,26.07999992370605,8.664999961853027,0.0,0.0,12.0,0.0,1.4149999618530271,0.0,1.0,0.0,1.0,0.0,160.0,150.0,0.0
0.0,48.16999816894531,7.625,0.0,0.0,9.0,1.0,15.5,0.0,0.0,12.0,1.0,0.0,0.0,790.0,0.0
0.0,49.5,7.585000038146973,0.0,0.0,3.0,2.0,7.585000038146973,0.0,0.0,15.0,0.0,0.0,0.0,5000.0,0.0
0.0,27.0,1.5,1.0,1.0,9.0,0.0,0.375,0.0,1.0,0.0,0.0,0.0,260.0,1065.0,0.0
1.0,22.420000076293945,5.664999961853027,0.0,0.0,8.0,0.0,2.5850000381469727,0.0,0.0,7.0,1.0,0.0,129.0,3257.0,0.0
0.0,18.07999992370605,5.5,0.0,0.0,5.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,80.0,0.0,0.0
0.0,28.0,2.0,0.0,0.0,5.0,1.0,4.164999961853027,0.0,0.0,2.0,0.0,0.0,181.0,0.0,0.0
0.0,34.16999816894531,1.5399999618530271,0.0,0.0,2.0,0.0,1.5399999618530271,0.0,0.0,1.0,0.0,0.0,520.0,50000.0,0.0
0.0,67.75,5.5,0.0,0.0,11.0,5.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,29.920000076293945,1.8350000381469729,0.0,0.0,0.0,1.0,4.335000038146973,0.0,1.0,0.0,1.0,0.0,260.0,200.0,0.0
0.0,28.25,5.039999961853027,1.0,1.0,0.0,2.0,1.5,0.0,0.0,8.0,0.0,0.0,144.0,7.0,0.0
1.0,41.0,2.039999961853028,1.0,1.0,8.0,1.0,0.125,0.0,0.0,23.0,0.0,0.0,455.0,1236.0,0.0
