V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,class
1.0,63.0,322.0,0.5972179770469666,0.0958279967308044,0.0334200002253055,0.2397470027208328,0.1359400004148483,0.074363999068737,0.2049500048160553,0.063070997595787,0.0340819992125034,0.0419039987027645,0.2753179967403412,0.2013860046863556,0.215716004371643,0.3858540058135986,0.0549880005419254,0.0639749988913536,0.2504760026931762,0.0
3.0,37.0,336.0,0.6211739778518677,0.046424001455307,0.0497500002384185,0.0932699963450431,0.1841329932212829,0.0249060001224279,0.1222139969468116,0.1873130053281784,0.2949300110340118,0.0738790035247802,0.1015740036964416,0.4099319875240326,0.0404249988496303,0.0357469990849494,0.0882169976830482,0.1336719989776611,0.0556499995291233,0.0
1.0,63.0,322.0,0.5972179770469666,0.0958279967308044,0.0334200002253055,0.2397470027208328,0.1359400004148483,0.074363999068737,0.2049500048160553,0.063070997595787,0.0340819992125034,0.0419039987027645,0.2753179967403412,0.2013860046863556,0.215716004371643,0.3858540058135986,0.0549880005419254,0.0639749988913536,0.2504760026931762,0.0
3.0,37.0,336.0,0.6211739778518677,0.046424001455307,0.0497500002384185,0.0932699963450431,0.1841329932212829,0.0249060001224279,0.1222139969468116,0.1873130053281784,0.2949300110340118,0.0738790035247802,0.1015740036964416,0.4099319875240326,0.0404249988496303,0.0357469990849494,0.0882169976830482,0.1336719989776611,0.0556499995291233,0.0
3.0,6.0,389.0,0.7211589813232422,0.9328960180282592,0.4381720125675201,0.3758679926395416,0.3075979948043823,0.7843019962310791,0.1385380029678344,0.8947200179100037,0.1115119978785514,0.3201499879360199,0.4637340009212494,0.9659259915351868,0.0198660008609294,0.2498520016670227,0.2535310089588165,0.6214150190353394,0.8973810076713562,0.0
3.0,37.0,336.0,0.6211739778518677,0.046424001455307,0.0497500002384185,0.0932699963450431,0.1841329932212829,0.0249060001224279,0.1222139969468116,0.1873130053281784,0.2949300110340118,0.0738790035247802,0.1015740036964416,0.4099319875240326,0.0404249988496303,0.0357469990849494,0.0882169976830482,0.1336719989776611,0.0556499995291233,0.0
3.0,27.0,336.0,0.6211739778518677,0.0943859964609146,0.0497500002384185,0.139831006526947,0.1841329932212829,0.0249060001224279,0.1222139969468116,0.1873130053281784,0.1665000021457672,0.0738790035247802,0.1015740036964416,0.4099319875240326,0.0710949972271919,0.0357469990849494,0.0882169976830482,0.1336719989776611,0.0556499995291233,0.0
1.0,44.0,260.0,0.4823060035705566,0.1618140041828155,0.054977998137474,0.0490950010716915,0.0832410007715225,0.0125620001927018,0.0743879973888397,0.4205720126628876,0.0121440002694725,0.0142540000379085,0.4886980056762695,0.0013119999784976,0.1486970037221908,0.1068399995565414,0.0299479998648166,0.2034749984741211,0.0031840000301599,0.0
1.0,44.0,330.0,0.6108520030975342,0.033890001475811,0.054977998137474,0.4223020076751709,0.0832410007715225,0.0125620001927018,0.0950919985771179,0.2177789956331253,0.3683649897575378,0.0142540000379085,0.4886980056762695,0.0013119999784976,0.0840829983353614,0.1068399995565414,0.0813919976353645,0.0875760018825531,0.0031840000301599,0.0
2.0,6.0,316.0,0.5840579867362976,0.2668089866638183,0.0559150017797946,0.1166620030999183,0.0188909992575645,0.2481310069561004,0.1166659966111183,0.1694969981908798,0.1115119978785514,0.0790560021996498,0.3046889901161194,0.5431489944458008,0.0198660008609294,0.1480830013751983,0.124219998717308,0.1198059991002082,0.3754439949989319,0.0
2.0,6.0,316.0,0.5840579867362976,0.2668089866638183,0.0559150017797946,0.1166620030999183,0.0188909992575645,0.2481310069561004,0.1166659966111183,0.1694969981908798,0.1115119978785514,0.0790560021996498,0.3046889901161194,0.5431489944458008,0.0198660008609294,0.1480830013751983,0.124219998717308,0.1198059991002082,0.3754439949989319,0.0
1.0,44.0,330.0,0.6108520030975342,0.033890001475811,0.054977998137474,0.4223020076751709,0.0832410007715225,0.0125620001927018,0.0950919985771179,0.2177789956331253,0.3683649897575378,0.0142540000379085,0.4886980056762695,0.0013119999784976,0.0840829983353614,0.1068399995565414,0.0813919976353645,0.0875760018825531,0.0031840000301599,0.0
