V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,class
1.0,78.0,347.0,0.6428149938583374,0.033890001475811,0.0119559997692704,0.0932699963450431,0.2628600001335144,0.0400950014591217,0.2877750098705292,0.1441520005464553,0.2710750102996826,0.1392460018396377,0.0717120021581649,0.6653159856796265,0.0404249988496303,0.3338850140571594,0.0490700006484985,0.0875760018825531,0.0210740007460117,0.0
1.0,1.0,347.0,0.6428149938583374,0.033890001475811,0.0119559997692704,0.170521005988121,0.2037560045719146,0.0400950014591217,0.2877750098705292,0.1198170036077499,0.2456749975681305,0.1042260006070137,0.1837610006332397,0.7716150283813477,0.0840829983353614,0.3075219988822937,0.4617649912834167,0.0875760018825531,0.0210740007460117,0.0
2.0,6.0,316.0,0.5840579867362976,0.046424001455307,0.3347930014133453,0.0932699963450431,0.0520029999315738,0.1938479989767074,0.1166659966111183,0.1441520005464553,0.1115119978785514,0.1392460018396377,0.0717120021581649,0.5431489944458008,0.0198660008609294,0.2498520016670227,0.0490700006484985,0.2244630008935928,0.1044100001454353,0.0
1.0,16.0,331.0,0.6118559837341309,0.134890004992485,0.0334200002253055,0.0490950010716915,0.1497450023889541,0.1714610010385513,0.3664110004901886,0.063070997595787,0.0121440002694725,0.0236520003527402,0.1494230031967163,0.0259569995105266,0.2426780015230178,0.0997459962964057,0.0299479998648166,0.0004649999900721,0.2418780028820037,0.0
1.0,78.0,347.0,0.6428149938583374,0.033890001475811,0.0119559997692704,0.0932699963450431,0.2628600001335144,0.0400950014591217,0.2877750098705292,0.1441520005464553,0.2710750102996826,0.1392460018396377,0.0717120021581649,0.6653159856796265,0.0404249988496303,0.3338850140571594,0.0490700006484985,0.0875760018825531,0.0210740007460117,0.0
2.0,4.0,295.0,0.5466229915618896,0.1266060024499893,0.0559150017797946,0.0827179998159408,0.0188909992575645,0.2481310069561004,0.0292050000280141,0.1131789982318878,0.0885170027613639,0.0790560021996498,0.0382129997014999,0.3513779938220978,0.1340669989585876,0.1480830013751983,0.124219998717308,0.1198059991002082,0.0397510007023811,0.0
1.0,78.0,347.0,0.6428149938583374,0.033890001475811,0.0119559997692704,0.0932699963450431,0.2628600001335144,0.0400950014591217,0.2877750098705292,0.1441520005464553,0.2710750102996826,0.1392460018396377,0.0717120021581649,0.6653159856796265,0.0404249988496303,0.3338850140571594,0.0490700006484985,0.0875760018825531,0.0210740007460117,0.0
1.0,1.0,347.0,0.6428149938583374,0.033890001475811,0.0119559997692704,0.170521005988121,0.2037560045719146,0.0400950014591217,0.2877750098705292,0.1198170036077499,0.2456749975681305,0.1042260006070137,0.1837610006332397,0.7716150283813477,0.0840829983353614,0.3075219988822937,0.4617649912834167,0.0875760018825531,0.0210740007460117,0.0
1.0,16.0,331.0,0.6118559837341309,0.134890004992485,0.0334200002253055,0.0490950010716915,0.1497450023889541,0.1714610010385513,0.3664110004901886,0.063070997595787,0.0121440002694725,0.0236520003527402,0.1494230031967163,0.0259569995105266,0.2426780015230178,0.0997459962964057,0.0299479998648166,0.0004649999900721,0.2418780028820037,0.0
1.0,78.0,347.0,0.6428149938583374,0.033890001475811,0.0119559997692704,0.0932699963450431,0.2628600001335144,0.0400950014591217,0.2877750098705292,0.1441520005464553,0.2710750102996826,0.1392460018396377,0.0717120021581649,0.6653159856796265,0.0404249988496303,0.3338850140571594,0.0490700006484985,0.0875760018825531,0.0210740007460117,0.0
