V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,class
2.0,79.0,4.0,0.0062500000931322575,0.6880580186843872,0.4385940134525299,0.5147150158882141,0.30817699432373047,0.5907639861106873,0.5877429842948914,0.35753101110458374,0.5040599703788757,0.8936150074005127,0.3901129961013794,0.5226340293884277,0.17981700599193573,0.6579830050468445,0.5895270109176636,0.7548009753227234,0.5645750164985657,1.0
1.0,71.0,19.0,0.033472999930381775,0.2745720148086548,0.336014986038208,0.059397999197244644,0.8759120106697083,0.6998080015182495,0.40441301465034485,0.860247015953064,0.15656200051307678,0.8887659907341003,0.21046799421310425,0.575219988822937,0.6523410081863403,0.2101760059595108,0.5765519738197327,0.6528189778327942,0.19131000339984894,1.0
2.0,24.0,182.0,0.33701398968696594,0.2676669955253601,0.14629299938678741,0.6110270023345947,0.6079789996147156,0.9328839778900146,0.10084699839353561,0.6479920148849487,0.6394000053405762,0.4938409924507141,0.2788810133934021,0.838653028011322,0.04854099825024605,0.5764650106430054,0.1333339959383011,0.7270119786262512,0.024778999388217926,1.0
3.0,35.0,351.0,0.648576021194458,0.457165002822876,0.6388940215110779,0.9679809808731079,0.7936069965362549,0.6337090134620667,0.638355016708374,0.00800000037997961,0.45270198583602905,0.8606759905815125,0.1394529938697815,0.22851699590682983,0.16832900047302246,0.25156399607658386,0.7314339876174927,0.4799180030822754,0.07775600254535675,1.0
1.0,15.0,109.0,0.20124100148677826,0.9681079983711243,0.8364400267601013,0.6099770069122314,0.24468199908733368,0.7882710099220276,0.35601699352264404,0.1250540018081665,0.5101029872894287,0.4039660096168518,0.8656119704246521,0.49951601028442383,0.5896480083465576,0.014998000115156174,0.8933550119400024,0.5621219873428345,0.028449000790715218,1.0
1.0,166.0,257.0,0.4763140082359314,0.4706529974937439,0.19884300231933594,0.008154000155627728,0.7236729860305786,0.6664800047874451,0.001680999994277954,0.044349998235702515,0.3283799886703491,0.660103976726532,0.6279659867286682,0.7254779934883118,0.9346889853477478,0.7179049849510193,0.49250900745391846,0.8170869946479797,0.28629499673843384,1.0
2.0,19.0,200.0,0.37185901403427124,0.23959699273109436,0.2372709959745407,0.8446109890937805,0.7711420059204102,0.30573099851608276,0.6784229874610901,0.21495500206947327,0.9144520163536072,0.7731469869613647,0.7846879959106445,0.9162330031394958,0.08072999864816666,0.18916599452495575,0.5949749946594238,0.5212339758872986,0.34556999802589417,1.0
2.0,82.0,179.0,0.32868701219558716,0.9771209955215454,0.15689800679683685,0.9025440216064453,0.8124709725379944,0.07416699826717377,0.4184589982032776,0.7241830229759216,0.6838459968566895,0.9680010080337524,0.6641029715538025,0.8477290272712708,0.6401000022888184,0.5820069909095764,0.4200249910354614,0.09502799808979034,0.5143970251083374,1.0
3.0,167.0,133.0,0.24481800198554993,0.009623000398278236,0.930990993976593,0.8937050104141235,0.4321739971637726,0.20543499290943146,0.5199310183525085,0.20826199650764465,0.22734799981117249,0.6160920262336731,0.5248889923095703,0.8341299891471863,0.34380701184272766,0.5360580086708069,0.757070004940033,0.36151599884033203,0.6777359843254089,1.0
1.0,108.0,206.0,0.37927401065826416,0.4145109951496124,0.9006699919700623,0.7031769752502441,0.4122779965400696,0.48993998765945435,0.12960399687290192,0.31894299387931824,0.9332060217857361,0.7186980247497559,0.17145399749279022,0.8091359734535217,0.26308301091194153,0.9126399755477905,0.5433409810066223,0.9392949938774109,0.3120940029621124,1.0
