V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,class
2.0,79.0,4.0,0.0062500000931322,0.6880580186843872,0.4385940134525299,0.5147150158882141,0.3081769943237304,0.5907639861106873,0.5877429842948914,0.3575310111045837,0.5040599703788757,0.8936150074005127,0.3901129961013794,0.5226340293884277,0.1798170059919357,0.6579830050468445,0.5895270109176636,0.7548009753227234,0.5645750164985657,1
1.0,71.0,19.0,0.0334729999303817,0.2745720148086548,0.336014986038208,0.0593979991972446,0.8759120106697083,0.6998080015182495,0.4044130146503448,0.860247015953064,0.1565620005130767,0.8887659907341003,0.2104679942131042,0.575219988822937,0.6523410081863403,0.2101760059595108,0.5765519738197327,0.6528189778327942,0.1913100033998489,1
2.0,24.0,182.0,0.3370139896869659,0.2676669955253601,0.1462929993867874,0.6110270023345947,0.6079789996147156,0.9328839778900146,0.1008469983935356,0.6479920148849487,0.6394000053405762,0.4938409924507141,0.2788810133934021,0.838653028011322,0.048540998250246,0.5764650106430054,0.1333339959383011,0.7270119786262512,0.0247789993882179,1
3.0,35.0,351.0,0.648576021194458,0.457165002822876,0.6388940215110779,0.967980980873108,0.7936069965362549,0.6337090134620667,0.638355016708374,0.0080000003799796,0.452701985836029,0.8606759905815125,0.1394529938697815,0.2285169959068298,0.1683290004730224,0.2515639960765838,0.7314339876174927,0.4799180030822754,0.0777560025453567,1
1.0,15.0,109.0,0.2012410014867782,0.9681079983711244,0.8364400267601013,0.6099770069122314,0.2446819990873336,0.7882710099220276,0.356016993522644,0.1250540018081665,0.5101029872894287,0.4039660096168518,0.8656119704246521,0.4995160102844238,0.5896480083465576,0.0149980001151561,0.8933550119400024,0.5621219873428345,0.0284490007907152,1
1.0,166.0,257.0,0.4763140082359314,0.4706529974937439,0.1988430023193359,0.0081540001556277,0.7236729860305786,0.6664800047874451,0.0016809999942779,0.0443499982357025,0.3283799886703491,0.660103976726532,0.6279659867286682,0.7254779934883118,0.9346889853477478,0.7179049849510193,0.4925090074539184,0.8170869946479797,0.2862949967384338,1
2.0,19.0,200.0,0.3718590140342712,0.2395969927310943,0.2372709959745407,0.8446109890937805,0.7711420059204102,0.3057309985160827,0.6784229874610901,0.2149550020694732,0.9144520163536072,0.7731469869613647,0.7846879959106445,0.9162330031394958,0.0807299986481666,0.1891659945249557,0.5949749946594238,0.5212339758872986,0.3455699980258941,1
2.0,82.0,179.0,0.3286870121955871,0.9771209955215454,0.1568980067968368,0.9025440216064452,0.8124709725379944,0.0741669982671737,0.4184589982032776,0.7241830229759216,0.6838459968566895,0.9680010080337524,0.6641029715538025,0.8477290272712708,0.6401000022888184,0.5820069909095764,0.4200249910354614,0.0950279980897903,0.5143970251083374,1
3.0,167.0,133.0,0.2448180019855499,0.0096230003982782,0.930990993976593,0.8937050104141235,0.4321739971637726,0.2054349929094314,0.5199310183525085,0.2082619965076446,0.2273479998111724,0.6160920262336731,0.5248889923095703,0.8341299891471863,0.3438070118427276,0.5360580086708069,0.757070004940033,0.361515998840332,0.6777359843254089,1
1.0,108.0,206.0,0.3792740106582641,0.4145109951496124,0.9006699919700623,0.7031769752502441,0.4122779965400696,0.4899399876594543,0.1296039968729019,0.3189429938793182,0.933206021785736,0.7186980247497559,0.1714539974927902,0.8091359734535217,0.2630830109119415,0.9126399755477904,0.5433409810066223,0.9392949938774108,0.3120940029621124,1
1.0,61.0,388.0,0.7181180119514465,0.237975999712944,0.2568370103836059,0.2904910147190094,0.2790409922599792,0.3862119913101196,0.0651319995522499,0.884028971195221,0.4307299852371216,0.7234150171279907,0.5229600071907043,0.6920419931411743,0.5785700082778931,0.7508509755134583,0.8091930150985718,0.9300439953804016,0.0547069981694221,1
1.0,41.0,136.0,0.252250999212265,0.5540509819984436,0.0564990006387233,0.5692489743232727,0.0538639985024929,0.476065993309021,0.0441429987549781,0.1545940041542053,0.2186280041933059,0.3569900095462799,0.3829030096530914,0.215717002749443,0.7177050113677979,0.3246400058269501,0.7132449746131897,0.4610350131988525,0.5221239924430847,1
2.0,49.0,272.0,0.5007449984550476,0.5712339878082275,0.1813939958810806,0.0120430001989007,0.3836390078067779,0.4058989882469177,0.9736899733543396,0.4903889894485473,0.3869450092315674,0.7020819783210754,0.3027420043945312,0.9621149897575378,0.918080985546112,0.3630250096321106,0.6326959729194641,0.3885869979858398,0.1165969967842102,1
