V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,class
1.269449625325122,60.020872189938416,466.03605412142366,0.8618730556669957,0.4328305638922852,0.1729339683471679,0.1746091739892422,0.2085805310262944,0.7372073981908194,0.3929212090718601,0.8742540742337515,0.1608305818685712,0.6044199064148367,0.8582185847742378,0.1456085330357271,0.3153653812429122,0.1433139788663459,0.2729997164045356,0.0624141644214615,0.8287491622077499,0.0
2.4059387041360574,65.87126444963269,439.8712644496327,0.813951556681866,0.5707904640082324,0.6024976433797313,0.382426765784506,0.2449255644006437,0.9091778648909096,0.662636418229982,0.4856984498000785,0.4683655394587384,0.0561685501061286,0.3439994356529232,0.722526477939894,0.186055476288347,0.4059789602925482,0.7063706472620749,0.4560039054765445,0.0400659897035477,0.0
1.555867633747614,79.1201613786808,399.8882647325048,0.7387638351122888,0.4318029275590094,0.2871118771852747,0.2803464612247203,0.1171227977518884,0.302382481534331,0.8424796112118721,0.1527685796460636,0.3061325127738722,0.4764524587805049,0.6650740846141205,0.8082105279950335,0.6139278660701528,0.3562701649602018,0.7560387509098141,0.344084422126077,0.3785062063180884,0.0
1.2138303978355285,92.6478656238092,465.75478082272696,0.8588444327674508,0.129027947219861,0.1743760001942296,0.4953030546377528,0.2106588763671229,0.8088598991176672,0.7693436895633303,0.1384059203907448,0.8829948206253064,0.2397275387056703,0.2598598763499486,0.7868461663997035,0.6809770883155926,0.4097374180502713,0.9119304563673092,0.2091620522037584,0.6983548804388966,0.0
3.0,175.62526226753465,453.500476850063,0.8381812141650608,0.5073308455830021,0.0871339782630555,0.3351557849768214,0.8802540646233007,0.9284213631665592,0.6491833267402487,0.2703351070818157,0.7688681237655011,0.3883548524162945,0.0765322579524559,0.958949076915573,0.3507324224011482,0.5269180371730819,0.7750841600687457,0.561469134348375,0.1586016881933326,0.0
1.9162430781567248,59.9949169378807,433.9949169378807,0.8032597827235304,0.7063384500301026,0.4117937566283908,0.3963155160417411,0.2256411066683019,0.8601835828624318,0.744616852443841,0.6439803143742083,0.5477371236763975,0.0415694984028669,0.5197972270392586,0.5646295026925735,0.231780807728406,0.3918402282630871,0.7154601386135623,0.4524749141552769,0.0272198044699096,0.0
1.0,53.26642158489379,416.2956232237384,0.7705596348772852,0.9056193706300092,0.0484083190217903,0.3666693924203437,0.1774259056652514,0.6578054700485116,0.9101321026873868,0.6728532502815744,0.4944545445349677,0.2030443767197565,0.6874056347278956,0.4897450820434024,0.3451919981576203,0.3716235165364665,0.6782112208889115,0.4488204096830281,0.0785448527396674,0.0
1.8306730028455729,106.24288209674948,477.7668250711393,0.8844466300349819,0.6720404216833814,0.8825737138053893,0.2855864315801195,0.829857343473384,0.2262745623923653,0.8986675313516805,0.1566190385339849,0.7718745209599729,0.380142922333252,0.1998703526590006,0.9238930354716114,0.2029298768829728,0.5335302206617598,0.1317110582570327,0.3267973641433197,0.1328388151465524,0.0
1.0,58.0,469.0,0.8673149943351746,0.4369530081748962,0.0700289979577064,0.1448750048875808,0.1992789953947067,0.7011770009994507,0.3664110004901886,0.9646499752998352,0.1279390007257461,0.6870260238647461,0.9714890122413636,0.0259569995105266,0.3441359996795654,0.0997459962964057,0.2072400003671646,0.0004649999900721,0.9491220116615297,0.0
1.244670922873881,92.3614439947209,518.2557957020537,0.9579505017294028,0.3898802469736593,0.2498894166161218,0.4697617250759442,0.6169360725597455,0.5051004465743819,0.9341153603635334,0.3889737856508685,0.7618136254144465,0.7843325900030627,0.156345868769249,0.8629546335507625,0.2714545419377394,0.8239219041145872,0.3607905270593436,0.5716708424190088,0.0414638966276858,0.0
