V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,class
1.9903123870766013,167.5145314193851,464.903123870766,0.8594122113633665,0.2818084050726503,0.7705983598851489,0.5293906012462626,0.6269486108887833,0.4649217921237208,0.5979369722849197,0.5222329880905009,0.7220508657774707,0.1721325404668333,0.4328910655672014,0.4261428360887955,0.1850697958443504,0.7083400421663447,0.4067660574240531,0.420484739696438,0.5619661509744912,0.0
2.80545501172024,90.62635734177675,533.4281927754256,0.9891609709532734,0.599353638875672,0.6814050739989537,0.5117473712493761,0.1794451406109357,0.3686026257809466,0.3522297874344413,0.2889968673078256,0.8841927219761672,0.6136573232207688,0.2710468484132334,0.455514097350274,0.3427545556987187,0.6363341964395458,0.6883179634587262,0.281849483854634,0.6834465316693913,0.0
2.711265119458025,73.27452109235927,535.4013860751222,0.9920232729761512,0.4401853057895643,0.5177031991547055,0.6443382009761803,0.1985093940357983,0.4490178740411407,0.470223614168647,0.2907201033445723,0.7669084576462872,0.7518806703654354,0.184740808936965,0.4376094553332573,0.4280818432345865,0.4549965387806701,0.5270422662560074,0.2162811760674524,0.7386417924477958,0.0
2.279200098092593,95.20799901907408,528.6296012752038,0.9774107950722404,0.195555098881736,0.4552643389169306,0.2152684361582493,0.7141926725491812,0.738719231423382,0.4119795160527136,0.4945248568877265,0.4955809071388427,0.2889028455698018,0.4081696829291166,0.6048772649853965,0.1147611895989292,0.6716978955394942,0.5056796497721365,0.5831845201288157,0.2887394396284095,0.0
2.5508060640409487,16.55080606404095,338.9088907339116,0.6263531865704022,0.3843018253694487,0.3418341200864505,0.3986747481999505,0.2197342641859812,0.3974311747982238,0.3995553182828196,0.4228026443116949,0.6752404189065183,0.6673182825483152,0.5673364908722417,0.5749227174987972,0.3642119323913795,0.5316413337571251,0.2800449260894534,0.4722047726552998,0.5330153810101956,0.0
2.838577015053888,39.480156421508845,335.97265044300616,0.6217260974124907,0.7524286501635261,0.431167624951576,0.8507692516668264,0.3062738721946612,0.7867175252909047,0.212154427306121,0.4132167728821042,0.5859620183303743,0.8744018400405826,0.5416808929577724,0.1001951962236492,0.2125146724192259,0.4781194570945966,0.5198711367392989,0.2425456065853397,0.2717147054552558,0.0
2.5803313514679767,10.196686485320235,379.76728973229547,0.7031371502163425,0.6773517939645587,0.4013653922175868,0.30075780211184,0.3570391628665393,0.610168889771022,0.3936541590146286,0.676612759547258,0.3420221380603358,0.3736795645134123,0.447080709242793,0.818184993040862,0.1204790398286359,0.4956955686066444,0.3368746861887181,0.4380689135477729,0.8255547064282613,0.0
2.1845717366096262,21.168008625069533,360.17084574544384,0.6657824942301829,0.4182796812004662,0.3682300850610793,0.3408118976370194,0.3991864500093495,0.4612302237260446,0.628840819908724,0.3834170164071426,0.6443116983379619,0.5416191035322349,0.4499422506136859,0.5008204994625745,0.2492442637282645,0.7569617980709663,0.4670360103212411,0.1973008607941316,0.6261914400645189,0.0
2.615502117058541,33.23405927763914,344.226421668834,0.6367533098067509,0.6384536569585781,0.4097002366079402,0.6768277125361583,0.3379654571124467,0.675696943365204,0.3542821403224259,0.4030523631211442,0.6058645318799848,0.7608928555599034,0.5103897261160926,0.2368446264346237,0.2250427820610396,0.5732298924691464,0.5018495842767311,0.227113059808029,0.392623303628633,0.0
2.8869550884686106,7.130449115313896,386.5130119463094,0.7163044935976535,0.8640608207775542,0.4282575213235782,0.3556357811722084,0.3209158170652192,0.7373962726719814,0.2072578927938131,0.835969106179486,0.1736038374645853,0.3345690927933186,0.459248152642893,0.926129432600488,0.0469678397254562,0.3160741613934243,0.275981050562141,0.572027616981442,0.8780333678177372,0.0
2.516789277820442,30.470099778972376,347.87879672064366,0.6434029992814596,0.5880186000225076,0.4002007058518111,0.59985686846839,0.3519892955420632,0.6265692425156872,0.4171750530272424,0.3985545117012827,0.6146715901286354,0.7106640120736457,0.4965430766285302,0.2973133450471281,0.2305865939562507,0.6153171967842619,0.4938748698330848,0.2202840058770265,0.4461265490464185,0.0
2.6261436691264235,16.626143669126424,335.0666728745524,0.6192595488183479,0.3925528753348508,0.3406532025016621,0.4262738509646572,0.191602825323374,0.4012690233572682,0.352109878144591,0.4293399890213992,0.6772184085988296,0.697356741731976,0.5869345147312437,0.5695937136814346,0.3785190720429454,0.4900591192514045,0.2565083267895408,0.5115517933825433,0.5065879297429781,0.0
